sequenceID	record_ID	organism	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	virus_species	virus_order	virus_family	virus_genus	virus_type
73559.Mus_caroli.N	73559	Mus_caroli	low_coverage	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr6	84045798	84046695	898	Chrysochloris-EBLN-1	N	+	166	52.941	1.19	73	19	171	1	456	153	1	71	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127299.Trichechus_manatus.N	127299	Trichechus_manatus	complete	goldenpath_triMan1	triMan1.fa_5.fa	ORF	JH594722	7153180	7154152	973	Chrysochloris-EBLN-1	N	+	166	42.347	2.53	53	104	299	386	970	196	1	112	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128101.Zapus_hudsonius.N	128101	Zapus_hudsonius	low_coverage	ZapHud_v1_BIUU	GCA_004024765.1_ZapHud_v1_BIUU_genomic.fna	ORF	PVHP010029652.1	5918	7107	1190	Chrysochloris-EBLN-1	N	-	159	44.538	1.46	45	1	223	1	669	238	5	102	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
67987.Loxodonta_africana.N	67987	Loxodonta_africana	complete	goldenpath_loxAfr3	loxAfr3.fa	ORF	scaffold_8	70614000	70614494	495	Chrysochloris-EBLN-1	N	+	154	43.787	1.4	46	104	272	1	495	169	1	91	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127166.Muscardinus_avellanarius.N	127166	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	ORF	PVJB01025324.1	4314	5229	916	Chrysochloris-EBLN-1	N	+	154	39.744	1.1	44	15	248	19	678	234	4	127	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
67907.Apodemus_sylvaticus.N	67907	Apodemus_sylvaticus	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	ORF	LIPJ01003622.1	293928	294605	678	Chrysochloris-EBLN-1	N	-	153	45.798	3.04	45	96	328	1	675	238	6	111	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128108.Zapus_hudsonius.N	128108	Zapus_hudsonius	low_coverage	ZapHud_v1_BIUU	GCA_004024765.1_ZapHud_v1_BIUU_genomic.fna	ORF	PVHP010047391.1	11895	12772	878	Chrysochloris-EBLN-1	N	+	153	45.299	3.86	58	64	288	288	875	234	8	81	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128077.Crocidura_indochinensis.N	128077	Crocidura_indochinensis	low_coverage	CroInd_v1_BIUU	GCA_004027635.1_CroInd_v1_BIUU_genomic.fna	ORF	PVKC010018439.1	11324	11836	513	Chrysochloris-EBLN-1	N	-	149	50.867	3.05	44	156	328	40	510	173	4	69	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211954.Zapus_hudsonius.N	211954	Zapus_hudsonius	low_coverage	ZapHud_v1_BIUU	GCA_004024765.1_ZapHud_v1_BIUU_genomic.fna	ORF	PVHP010052734.1	7897	8451	555	Chrysochloris-EBLN-1	N	-	146	51.397	2.98	43	151	328	34	549	179	3	79	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127167.Muscardinus_avellanarius.N	127167	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	ORF	PVJB01009641.1	23805	24605	801	Chrysochloris-EBLN-1	N	-	142	35.354	1.92	40	13	300	1	801	297	9	153	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68034.Mus_pahari.N	68034	Mus_pahari	low_coverage	REL-1509-EiJ	Pahari_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr15	60637480	60638203	724	Chrysochloris-EBLN-1	N	+	140	46.448	1.42	57	9	183	1	522	183	6	81	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128744.Graphiurus_murinus.N	128744	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCF_004785775.1_NIH_TR_1.0_genomic.fna	ORF	NW_021605367.1	194249	195128	880	Chrysochloris-EBLN-1	N	+	139	50.704	2.76	60	127	268	299	721	142	1	69	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128740.Grammomys_surdaster.N	128740	Grammomys_surdaster	low_coverage	NIH_TR_1.0	GCF_004785775.1_NIH_TR_1.0_genomic.fna	ORF	NW_021605367.1	194249	195128	880	Chrysochloris-EBLN-1	N	+	139	50.704	2.76	60	127	268	299	721	142	1	69	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
70065.Apodemus_speciosus.N	70065	Apodemus_speciosus	low_coverage	Aspe_assembly01	GCA_002335545.1_Aspe_assembly01_genomic.fna	ORF	BDUI01069370.1	1080	1871	792	Chrysochloris-EBLN-1	N	+	135	36.17	6.01	38	27	286	1	786	282	11	138	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
73562.Mus_spretus.N	73562	Mus_spretus	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	ORF	CM004112.1	66553782	66554665	884	Chrysochloris-EBLN-1	N	+	134	65.957	7.74	61	193	286	597	878	94	0	32	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
79344.Mus_spicilegus.N	79344	Mus_spicilegus	low_coverage	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	ORF	QGOO01037421.1	1986000	1986859	860	Chrysochloris-EBLN-1	N	-	134	65.957	1.83	61	193	286	573	854	94	0	32	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68024.Mus_castaneus.N	68024	Mus_castaneus	low_coverage	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr11	95858965	95859920	956	Chrysochloris-EBLN-1	N	+	133	42.105	2.31	36	58	261	181	774	209	7	105	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
146.Mus_musculus.N	146	Mus_musculus	complete	goldenpath_mm10	chr18.fa	ORF	chr18	67035537	67036526	990	Chrysochloris-EBLN-1	N	+	131	62.766	4.52	73	193	286	572	853	94	0	35	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68025.Mus_castaneus.N	68025	Mus_castaneus	low_coverage	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr18	66379049	66380038	990	Chrysochloris-EBLN-1	N	+	131	62.766	3.78	71	193	286	572	853	94	0	35	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
69086.Mus_musculus.N	69086	Mus_musculus	complete	goldenpath_mm9	chr18.fa	ORF	chr18	67195191	67196180	990	Chrysochloris-EBLN-1	N	+	131	62.766	4.52	73	193	286	572	853	94	0	35	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68108.Rattus_norvegicus.N	68108	Rattus_norvegicus	complete	goldenpath_rn6	rn6.fa_5.fa	ORF	chr8	58824757	58825071	315	Chrysochloris-EBLN-1	N	+	120	60.194	1.49	34	140	238	7	315	103	1	37	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127165.Muscardinus_avellanarius.N	127165	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	ORF	PVJB01004446.1	73901	74713	813	Chrysochloris-EBLN-1	N	+	113	54.902	4.07	70	15	116	13	312	102	2	44	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128107.Zapus_hudsonius.N	128107	Zapus_hudsonius	low_coverage	ZapHud_v1_BIUU	GCA_004024765.1_ZapHud_v1_BIUU_genomic.fna	ORF	PVHP010055655.1	8625	9522	898	Chrysochloris-EBLN-1	N	-	112	60.674	1.32	45	125	213	465	722	89	1	32	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127876.Acomys_cahirinus.N	127876	Acomys_cahirinus	low_coverage	AcoCah_v1_BIUU	GCA_004027535.1_AcoCah_v1_BIUU_genomic.fna	ORF	PVKX01000846.1	79450	80346	897	Chrysochloris-EBLN-1	N	-	111	32.738	1.91	28	7	328	118	891	336	12	134	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
73616.Trichechus_manatus.N	73616	Trichechus_manatus	complete	goldenpath_triMan1	triMan1.fa_5.fa	ORF	JH594763	1916343	1916594	252	Chrysochloris-EBLN-1	N	+	111	60.494	3.66	31	154	234	10	252	81	0	32	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
73561.Mus_pahari.N	73561	Mus_pahari	low_coverage	REL-1509-EiJ	Pahari_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr14	61400120	61400710	591	Chrysochloris-EBLN-1	N	+	111	42.541	1.46	29	60	236	1	507	181	8	88	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68107.Rattus_norvegicus.N	68107	Rattus_norvegicus	complete	goldenpath_rn6	rn6.fa_4.fa	ORF	chr4	119870506	119870956	451	Chrysochloris-EBLN-1	N	+	108	63.75	5.05	41	237	316	212	451	80	0	29	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
73533.Loxodonta_africana.N	73533	Loxodonta_africana	complete	goldenpath_loxAfr3	loxAfr3.fa	ORF	scaffold_68	725450	725728	279	Chrysochloris-EBLN-1	N	+	105	54.945	4.9	29	154	244	10	279	91	1	40	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
73475.Apodemus_speciosus.N	73475	Apodemus_speciosus	low_coverage	Aspe_assembly01	GCA_002335545.1_Aspe_assembly01_genomic.fna	ORF	BDUI01001506.1	10251	10820	570	Chrysochloris-EBLN-1	N	+	99.4	46.939	3.73	25	88	233	142	555	147	3	68	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
78133.Prolemur_simus.N	78133	Prolemur_simus	low_coverage	Prosim_1.0	GCA_003258685.1_Prosim_1.0_genomic.fna	ORF	MPIZ01000078.1	6313977	6314726	750	Chrysochloris-EBLN-1	N	-	99.4	28.03	1.91	24	20	281	1	750	264	5	174	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
73512.Daubentonia_madagascariensis.N	73512	Daubentonia_madagascariensis	low_coverage	broad_1.0_oct_2012	AGTM01.fasta_15.fa	ORF	gi|369190578|gb|AGTM011570749.1|	1788	2231	444	Chrysochloris-EBLN-1	N	-	96.3	35.294	1.47	24	122	274	1	435	153	3	91	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127932.Daubentonia_madagascariensis.N	127932	Daubentonia_madagascariensis	low_coverage	DauMad_v1_BIUU	GCA_004027145.1_DauMad_v1_BIUU_genomic.fna	ORF	PVJZ01003987.1	133803	134237	435	Chrysochloris-EBLN-1	N	+	96.3	35.294	1.51	24	122	274	1	435	153	3	91	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128094.Salvator_merianae.N	128094	Salvator_merianae	low_coverage	HLtupMer6	GCA_003586115.2_HLtupMer6_genomic.fna	ORF	QVOM02000058.1	65064356	65065006	651	Chrysochloris-EBLN-1	N	+	93.6	32.258	1.2	22	19	233	1	621	217	3	135	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
79343.Mus_spicilegus.N	79343	Mus_spicilegus	low_coverage	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	ORF	QGOO01037394.1	2311001	2311180	180	Chrysochloris-EBLN-1	N	+	92	73.333	2.39	24	178	237	1	180	60	0	16	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
70068.Apodemus_speciosus.N	70068	Apodemus_speciosus	low_coverage	Aspe_assembly01	GCA_002335545.1_Aspe_assembly01_genomic.fna	ORF	BDUI01002821.1	8021	8803	783	Chrysochloris-EBLN-1	N	+	91.7	69.355	1.71	21	101	162	93	278	62	0	19	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68020.Mus_caroli.N	68020	Mus_caroli	low_coverage	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr9	51001319	51001594	276	Chrysochloris-EBLN-1	N	+	90.1	71.667	1.6	25	179	238	85	264	60	0	17	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68039.Mus_spretus.N	68039	Mus_spretus	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	ORF	CM004102.1	53027955	53028128	174	Chrysochloris-EBLN-1	N	+	88.2	72.414	6.08	23	178	235	1	174	58	0	16	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68027.Mus_castaneus.N	68027	Mus_castaneus	low_coverage	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr9	53234505	53234675	171	Chrysochloris-EBLN-1	N	+	85.1	73.214	7.82	22	178	233	1	168	56	0	15	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
145.Mus_musculus.N	145	Mus_musculus	complete	goldenpath_mm10	chr11.fa	ORF	chr11	103628714	103628947	234	Chrysochloris-EBLN-1	N	-	83.2	62.121	8.61	21	261	326	16	213	66	0	25	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
69088.Mus_musculus.N	69088	Mus_musculus	complete	goldenpath_mm9	chr9.fa	ORF	chr9	54093749	54093922	174	Chrysochloris-EBLN-1	N	+	83.2	68.966	4.52	21	178	235	1	174	58	0	18	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
350.Mus_musculus.N	350	Mus_musculus	complete	goldenpath_mm10	chr9.fa	ORF	chr9	54245942	54246109	168	Chrysochloris-EBLN-1	N	+	82.4	71.429	8.1	21	178	233	1	168	56	0	16	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127454.Daubentonia_madagascariensis.N	127454	Daubentonia_madagascariensis	low_coverage	broad_1.0_oct_2012	AGTM01.fasta_23.fa	ORF	gi|369107360|gb|AGTM011653967.1|	1570	2486	917	Chrysochloris-EBLN-1	N	-	77	27	1.29	25	10	197	139	693	200	6	119	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
1080.Mus_pahari.N	1080	Mus_pahari	low_coverage	REL-1509-EiJ	Pahari_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr10	49203509	49203736	228	Chrysochloris-EBLN-1	N	+	76.6	62.295	2.36	18	178	238	46	228	61	0	23	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
2938.Eulemur_flavifrons.N	2938	Eulemur_flavifrons	low_coverage	Eflavifronsk33QCA	GCA_001262665.1_Eflavifronsk33QCA_genomic.fna	ORF	LGHW01003012.1	411595	412134	540	Chrysochloris-EBLN-1	N	+	75.9	28.272	1.5	16	6	193	1	540	191	5	123	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127942.Hystrix_cristata.N	127942	Hystrix_cristata	low_coverage	HysCri_v1_BIUU	GCA_004026905.1_HysCri_v1_BIUU_genomic.fna	ORF	PVJO010027902.1	4997	5485	489	Chrysochloris-EBLN-1	N	-	75.1	36.913	1.93	16	104	248	58	489	149	5	85	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
1068.Eulemur_macaco.N	1068	Eulemur_macaco	low_coverage	Emacaco_refEf	GCA_001262655.1_Emacaco_refEf_BWA_oneround_genomic.fa	ORF	LGHX01002981.1	405597	406136	540	Chrysochloris-EBLN-1	N	+	74.3	27.749	4.51	16	6	193	1	540	191	5	124	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127939.Heterohyrax_brucei.N	127939	Heterohyrax_brucei	low_coverage	HetBruBak_v1_BIUU	GCA_004026845.1_HetBruBak_v1_BIUU_genomic.fna	ORF	PVJQ01004647.1	47583	48281	699	Chrysochloris-EBLN-1	N	-	71.6	30.247	1.52	14	101	262	52	501	162	4	101	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68094.Procavia_capensis.N	68094	Procavia_capensis	low_coverage	goldenpath_proCap1	proCap1.fa	ORF	scaffold_754	88773	89468	696	Chrysochloris-EBLN-1	N	-	66.2	29.341	1.04	12	101	262	49	498	167	4	96	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127142.Dinomys_branickii.N	127142	Dinomys_branickii	low_coverage	DinBra_v1	GCA_004027595.1_DinBra_v1_BIUU_genomic.fna	ORF	PVLD010004368.1	102023	102352	330	Chrysochloris-EBLN-1	N	+	64.7	32.456	1.99	13	155	266	1	330	114	3	71	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128743.Graphiurus_murinus.N	128743	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCF_004785775.1_NIH_TR_1.0_genomic.fna	ORF	NW_021605476.1	581752	581934	183	Chrysochloris-EBLN-1	N	-	64.3	55	4.13	14	158	217	1	174	60	2	25	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
128739.Grammomys_surdaster.N	128739	Grammomys_surdaster	low_coverage	NIH_TR_1.0	GCF_004785775.1_NIH_TR_1.0_genomic.fna	ORF	NW_021605476.1	581752	581934	183	Chrysochloris-EBLN-1	N	-	64.3	55	4.13	14	158	217	1	174	60	2	25	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
174.Octodon_degus.N	174	Octodon_degus	low_coverage	broad_1.0_july_2012	O_degus_v0.assembly.fasta_6.fa	ORF	scaffold00018	21760620	21760892	273	Chrysochloris-EBLN-1	N	-	62	31.868	9.23	13	158	248	1	273	91	0	62	Chrysochloris-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211249.Crotalus_mitchellii_pyrrhus.N	211249	Crotalus_mitchellii_pyrrhus	low_coverage	CrotMitch1.0	GCA_000737285.1_CrotMitch1.0_genomic.fna	ORF	JPMF01072142.1	319	1425	1107	Crocatalus-EBLN1	N	-	718	100	0	1	1	347	34	1074	347	0	0	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211247.Crotalus_horridus.N	211247	Crotalus_horridus	low_coverage	v1	GCA_001625485.1_ASM162548v1_genomic.fna	ORF	LVCR01007535.1	410	1491	1082	Crocatalus-EBLN1	N	-	485	96.311	0	1	1	244	34	765	244	0	9	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211250.Crotalus_viridis.N	211250	Crotalus_viridis	low_coverage	CroVir2.0	GCA_003400415.1_CroVir2.0_genomic.fna	ORF	PDHV01001253.1	29184	30227	1044	Crocatalus-EBLN1	N	+	384	55.78	2.62	133	7	347	1	1017	346	3	141	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211246.Crotalus_horridus.N	211246	Crotalus_horridus	low_coverage	v1	GCA_001625485.1_ASM162548v1_genomic.fna	ORF	LVCR01000893.1	47703	48744	1042	Crocatalus-EBLN1	N	+	314	52.532	4.44	106	51	347	116	1015	316	5	115	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211248.Crotalus_mitchellii_pyrrhus.N	211248	Crotalus_mitchellii_pyrrhus	low_coverage	CrotMitch1.0	GCA_000737285.1_CrotMitch1.0_genomic.fna	ORF	JPMF01172860.1	2695	3716	1022	Crocatalus-EBLN1	N	-	263	52.06	4.4	86	86	347	216	995	267	3	116	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212492.Pelodiscus_sinensis.N	212492	Pelodiscus_sinensis	low_coverage	PelSin_1.0	Pelodiscus_sinensis.PelSin_1.0.dna.nonchromosomal.fa	ORF	JH205569.1	52330	52761	432	Crocatalus-EBLN1	N	-	100	38.739	5.94	26	169	278	100	432	111	1	67	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212493.Pelodiscus_sinensis.N	212493	Pelodiscus_sinensis	low_coverage	PelSin_1.0	Pelodiscus_sinensis.PelSin_1.0.dna.toplevel.fa	ORF	JH205569.1	52330	52761	432	Crocatalus-EBLN1	N	-	100	38.739	5.94	26	169	278	100	432	111	1	67	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127952.Plecturocebus_donacophilus.N	127952	Plecturocebus_donacophilus	low_coverage	CalDon_v1_BIUU	GCA_004027715.1_CalDon_v1_BIUU_genomic.fna	ORF	PVKP010579489.1	3	248	246	Crocatalus-EBLN1	N	+	85.5	54.93	2.09	21	174	244	1	213	71	0	32	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
3514.Cavia_aperea.N	3514	Cavia_aperea	low_coverage	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	ORF	AVPZ01000478.1	10795851	10796018	168	Crocatalus-EBLN1	N	+	62	48.214	2.34	13	12	67	1	168	56	0	29	Crocatalus-EBLN1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211421.Homo_sapiens.N	211421	Homo_sapiens	complete	goldenpath_hg19_2009	chr10.fa	ORF	chr10	22497812	22498918	1107	EBLN-1	N	-	747	98.913	0	1	1	368	7	1107	368	1	3	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
212872.Homo_sapiens.N	212872	Homo_sapiens	complete	goldenpath_hg38_chromosome	chr10.fa	ORF	chr10	22208886	22209989	1104	EBLN-1	N	-	746	98.91	0	1	1	367	7	1104	367	1	3	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211678.Pan_troglodytes.N	211678	Pan_troglodytes	complete	goldenpath_panTro4	panTro4.fa	ORF	chr10	22550725	22551834	1110	EBLN-1	N	-	736	97.011	0	1	1	368	7	1110	368	0	11	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211399.Gorilla_gorilla.N	211399	Gorilla_gorilla	complete	goldenpath_gorGor3	gorGor3.fa	ORF	chr10	25299562	25300671	1110	EBLN-1	N	-	733	96.739	0	1	1	368	7	1110	368	0	12	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211749.Pongo_abelii.N	211749	Pongo_abelii	complete	goldenpath_ponAbe2	chr10.fa	ORF	chr10	23159401	23160504	1104	EBLN-1	N	-	692	91.576	0	1	1	368	1	1104	368	0	31	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211616.Nasalis_larvatus.N	211616	Nasalis_larvatus	low_coverage	goldepath_nasLar1_2015-12	nasLar1.fa	ORF	chr9	20773929	20775032	1104	EBLN-1	N	-	686	89.946	0	1	1	368	1	1104	368	0	37	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211797.Pygathrix_nemaeus.N	211797	Pygathrix_nemaeus	low_coverage	PygNem_v1_BIUU	GCA_004024825.1_PygNem_v1_BIUU_genomic.fna	ORF	PVHW010021474.1	37299	38399	1101	EBLN-1	N	-	681	89.101	0	1	1	367	1	1101	367	0	40	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211824.Rhinopithecus_bieti.N	211824	Rhinopithecus_bieti	low_coverage	ASM169854v1	GCF_001698545.1_ASM169854v1_genomic.fna	ORF	NW_016804262.1	1545258	1546364	1107	EBLN-1	N	+	671	88.347	0	1	1	368	1	1107	369	1	42	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211835.Rhinopithecus_roxellana.N	211835	Rhinopithecus_roxellana	low_coverage	ncbi_100_2014-11-18	61622_ref_Rrox_v1_chrUn.fa	ORF	gi|723407788|ref|NW_010806668.1|	1525590	1526696	1107	EBLN-1	N	+	669	88.076	0	1	1	368	1	1107	369	1	43	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211234.Colobus_angolensis_palliatus.N	211234	Colobus_angolensis_palliatus	low_coverage	ncbi_100_2015	336983_ref_Cang.pa_1.0_chrUn.fa	ORF	gi|786057958|ref|NW_012119932.1|	4442955	4444058	1104	EBLN-1	N	+	667	88.043	0	1	1	368	1	1104	368	0	44	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211750.Pongo_abelii.N	211750	Pongo_abelii	complete	goldenpath_ponAbe2	chr10_random.fa	ORF	chr10_random	16645187	16645960	774	EBLN-1	N	+	484	91.085	5.11	174	111	368	1	774	258	0	23	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211562.Miniopterus_natalensis.N	211562	Miniopterus_natalensis	low_coverage	Mnat.v1	291302_ref_Mnat.v1_chrUn.fa	ORF	gi|1016313842|ref|NW_015504659.1|	442567	443619	1053	EBLN-1	N	-	429	57.726	1.07	150	30	368	25	1053	343	2	141	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211566.Miniopterus_schreibersii.N	211566	Miniopterus_schreibersii	low_coverage	MinSch_v1	GCA_004026525.1_MinSch_v1_BIUU_genomic.fna	ORF	PVJG01001939.1	113386	114435	1050	EBLN-1	N	-	425	57.31	3.53	149	30	367	25	1050	342	2	142	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
212431.Mandrillus_leucophaeus.N	212431	Mandrillus_leucophaeus	low_coverage	Mleu.le_1.0	9568_ref_Mleu.le_1.0_chrUn.fa	ORF	gi|786072236|ref|NW_012104187.1|	2642093	2643195	1103	EBLN-1	N	+	414	85.47	1.8	144	1	234	1	702	234	0	34	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
73581.Papio_anubis.N	73581	Papio_anubis	low_coverage	goldenpath_papAnu2	papAnu2.fa_5.fa	ORF	chr9	21739933	21741008	1076	EBLN-1	N	-	410	85.043	2.16	143	1	234	1	702	234	0	35	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
73549.Macaca_nemestrina.N	73549	Macaca_nemestrina	low_coverage	Mnem_1.0	mne_ref_Mnem_1.0_chrUn.fa	ORF	gi|778101418|ref|NW_012018243.1|	11809589	11810702	1114	EBLN-1	N	+	409	84.615	6.81	175	1	234	1	702	234	0	36	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
211362.Erythrocebus_patas.N	211362	Erythrocebus_patas	low_coverage	EryPat_v1	GCA_004027335.1_EryPat_v1_BIUU_genomic.fna	ORF	PVJV010015833.1	14991	16048	1058	EBLN-1	N	+	408	84.848	1.41	142	4	234	1	693	231	0	35	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
212434.Mandrillus_sphinx.N	212434	Mandrillus_sphinx	low_coverage	BGI_mandrill_1.0	GCA_004802615.1_BGI_mandrill_1.0_genomic.fna	ORF	SRPC01034434.1	128876	129963	1088	EBLN-1	N	-	407	85.281	5.55	142	4	234	1	693	231	0	34	EBLN-1	Mononegavirales	Bornaviridae	Orthobornavirus	Endogenous
